questionLink,questionTitle,questionVotes,questionViews,questionAnsCount
https://stackoverflow.com/questions/38549/what-is-the-difference-between-inner-join-and-outer-join,"What is the difference between ""INNER JOIN"" and ""OUTER JOIN""?",5029,2.5m views,27
https://stackoverflow.com/questions/22092724/align-inline-block-divs-to-top-of-container-element,Align inline-block DIVs to top of container element,234,185k views,4
https://stackoverflow.com/questions/824349/how-do-i-modify-the-url-without-reloading-the-page,How do I modify the URL without reloading the page?,2763,1.7m views,20
https://stackoverflow.com/questions/121387/fetch-the-row-which-has-the-max-value-for-a-column,Fetch the row which has the Max value for a column,625,637k views,35
https://stackoverflow.com/questions/3434278/do-dom-tree-elements-with-ids-become-global-variables,Do DOM tree elements with ids become global variables?,410,49k views,5
https://stackoverflow.com/questions/337704/parameterize-an-sql-in-clause,Parameterize an SQL IN clause,1096,400k views,40
https://stackoverflow.com/questions/3106452/how-do-servlets-work-instantiation-sessions-shared-variables-and-multithreadi,"How do servlets work? Instantiation, sessions, shared variables and multithreading",1215,313k views,8
https://stackoverflow.com/questions/2709821/what-is-the-purpose-of-the-word-self,What is the purpose of the word 'self'?,1245,950k views,26
https://stackoverflow.com/questions/49547/how-do-we-control-web-page-caching-across-all-browsers,"How do we control web page caching, across all browsers?",1760,1.1m views,29
https://stackoverflow.com/questions/152975/how-do-i-detect-a-click-outside-an-element,How do I detect a click outside an element?,2747,1.5m views,89
https://stackoverflow.com/questions/590747/using-regular-expressions-to-parse-html-why-not,Using regular expressions to parse HTML: why not?,223,69k views,18
https://stackoverflow.com/questions/16424091/why-does-tkinter-image-not-show-up-if-created-in-a-function,Why does Tkinter image not show up if created in a function?,58,72k views,3
https://stackoverflow.com/questions/529085/how-to-create-a-generic-array-in-java,How to create a generic array in Java?,1182,914k views,31
https://stackoverflow.com/questions/306313/is-operator-behaves-unexpectedly-with-integers,"""is"" operator behaves unexpectedly with integers",586,94k views,11
https://stackoverflow.com/questions/6847697/how-to-return-value-from-an-asynchronous-callback-function,How to return value from an asynchronous callback function? [duplicate],540,436k views,3
https://stackoverflow.com/questions/4685450/int-division-why-is-the-result-of-1-3-0,Int division: Why is the result of 1/3 == 0?,133,171k views,17
https://stackoverflow.com/questions/5767325/how-can-i-remove-a-specific-item-from-an-array,How can I remove a specific item from an array?,10291,9.5m views,122
https://stackoverflow.com/questions/10166386/arrays-linked-lists-and-other-data-structures-in-cmd-exe-batch-script,"Arrays, linked lists and other data structures in cmd.exe (batch) script",72,104k views,11
https://stackoverflow.com/questions/47847694/how-to-return-datasnapshot-value-as-a-result-of-a-method,How to return DataSnapshot value as a result of a method?,51,39k views,6
https://stackoverflow.com/questions/2010892/how-to-store-objects-in-html5-localstorage,How to Store Objects in HTML5 localStorage?,2859,1.3m views,24
https://stackoverflow.com/questions/6438086/iterator-invalidation-rules-for-c-containers,Iterator invalidation rules for C++ containers,596,147k views,6
https://stackoverflow.com/questions/1470488/what-is-the-purpose-of-the-var-keyword-and-when-should-i-use-it-or-omit-it,What is the purpose of the var keyword and when should I use it (or omit it)?,1627,321k views,19
https://stackoverflow.com/questions/29640685/how-do-i-detect-collision-in-pygame,How do I detect collision in pygame?,21,77k views,4
https://stackoverflow.com/questions/394809/does-python-have-a-ternary-conditional-operator,Does Python have a ternary conditional operator?,7150,2.4m views,29
https://stackoverflow.com/questions/1495407/maintain-the-aspect-ratio-of-a-div-with-css,Maintain the aspect ratio of a div with CSS,1271,677k views,36
https://stackoverflow.com/questions/7031885/how-to-choose-the-right-bean-scope,How to choose the right bean scope?,401,224k views,2
https://stackoverflow.com/questions/6270004/how-can-i-convert-ereg-expressions-to-preg-in-php,How can I convert ereg expressions to preg in PHP?,147,71k views,4
https://stackoverflow.com/questions/767372/string-equals-versus,String.equals versus == [duplicate],559,890k views,20
https://stackoverflow.com/questions/7364150/find-object-by-id-in-an-array-of-javascript-objects,Find object by id in an array of JavaScript objects,1909,2.0m views,35
https://stackoverflow.com/questions/38987/how-do-i-merge-two-dictionaries-in-a-single-expression-take-union-of-dictionari,How do I merge two dictionaries in a single expression (take union of dictionaries)?,6111,2.6m views,55
https://stackoverflow.com/questions/14446511/most-efficient-method-to-groupby-on-an-array-of-objects,Most efficient method to groupby on an array of objects,757,873k views,54
https://stackoverflow.com/questions/59895/how-can-i-get-the-source-directory-of-a-bash-script-from-within-the-script-itsel,How can I get the source directory of a Bash script from within the script itself?,5627,2.1m views,72
https://stackoverflow.com/questions/3028306/download-a-file-with-android-and-showing-the-progress-in-a-progressdialog,"Download a file with Android, and showing the progress in a ProgressDialog",1104,596k views,16
https://stackoverflow.com/questions/5585779/how-do-i-convert-a-string-to-an-int-in-java,How do I convert a String to an int in Java?,3327,6.5m views,48
https://stackoverflow.com/questions/18932/how-can-i-remove-duplicate-rows,How can I remove duplicate rows?,1342,1.3m views,41
https://stackoverflow.com/questions/434287/what-is-the-most-pythonic-way-to-iterate-over-a-list-in-chunks,"What is the most ""pythonic"" way to iterate over a list in chunks?",592,189k views,38
https://stackoverflow.com/questions/28889450/when-should-i-use-a-return-statement-in-es6-arrow-functions,When should I use a return statement in ES6 arrow functions,190,86k views,6
https://stackoverflow.com/questions/988363/how-can-i-debug-my-javascript-code,How can I debug my JavaScript code? [closed],115,149k views,20
https://stackoverflow.com/questions/370195/when-and-why-will-a-compiler-initialise-memory-to-0xcd-0xdd-etc-on-malloc-fre,"When and why will a compiler initialise memory to 0xCD, 0xDD, etc. on malloc/free/new/delete?",142,33k views,9
https://stackoverflow.com/questions/5665156/calling-awt-frame-methods-from-subclass,Calling awt Frame methods from subclass,40,23k views,2
https://stackoverflow.com/questions/2885173/how-do-i-create-a-file-and-write-to-it,How do I create a file and write to it?,1469,3.0m views,34
https://stackoverflow.com/questions/1955505/parsing-json-with-unix-tools,Parsing JSON with Unix tools,1110,1.3m views,40
https://stackoverflow.com/questions/43574426/how-to-resolve-java-lang-noclassdeffounderror-javax-xml-bind-jaxbexception,How to resolve java.lang.NoClassDefFoundError: javax/xml/bind/JAXBException,1090,983k views,40
https://stackoverflow.com/questions/2818179/how-do-i-force-my-net-application-to-run-as-administrator,How do I force my .NET application to run as administrator?,944,547k views,13
https://stackoverflow.com/questions/4076601/how-do-i-import-the-javax-servlet-jakarta-servlet-api-in-my-eclipse-project,How do I import the javax.servlet / jakarta.servlet API in my Eclipse project?,337,678k views,15
https://stackoverflow.com/questions/1687620/regex-match-everything-but-specific-pattern,Regex: match everything but specific pattern,430,649k views,5
https://stackoverflow.com/questions/3172470/actual-meaning-of-shell-true-in-subprocess,Actual meaning of 'shell=True' in subprocess,337,227k views,7
https://stackoverflow.com/questions/8470070/how-to-create-grid-tile-view,How to Create Grid/Tile View? [duplicate],138,87k views,8
https://stackoverflow.com/questions/1458724/how-do-i-set-unset-a-cookie-with-jquery,How do I set/unset a cookie with jQuery?,1314,1.4m views,17
https://stackoverflow.com/questions/4716503/reading-a-plain-text-file-in-java,Reading a plain text file in Java,1007,2.5m views,27
https://stackoverflow.com/questions/38200282/android-os-fileuriexposedexception-file-storage-emulated-0-test-txt-exposed,android.os.FileUriExposedException: file:///storage/emulated/0/test.txt exposed beyond app through Intent.getData(),860,546k views,28
https://stackoverflow.com/questions/23417356/facebook-graph-api-v2-0-me-friends-returns-empty-or-only-friends-who-also-u,"Facebook Graph API v2.0+ - /me/friends returns empty, or only friends who also use my application",370,248k views,7
https://stackoverflow.com/questions/1504717/why-does-comparing-strings-using-either-or-is-sometimes-produce-a-differe,Why does comparing strings using either '==' or 'is' sometimes produce a different result?,1261,1.6m views,15
https://stackoverflow.com/questions/12113699/get-top-n-records-for-each-group-of-grouped-results,Get top n records for each group of grouped results,169,202k views,12
https://stackoverflow.com/questions/6500313/why-should-c-programmers-minimize-use-of-new,Why should C++ programmers minimize use of 'new'?,950,158k views,19
https://stackoverflow.com/questions/10299148/mysql-error-1045-28000-access-denied-for-user-billlocalhost-using-passw,MySQL ERROR 1045 (28000): Access denied for user 'bill'@'localhost' (using password: YES),489,1.5m views,40
https://stackoverflow.com/questions/612231/how-can-i-select-rows-with-maxcolumn-value-partition-by-another-column-in-mys,"How can I SELECT rows with MAX(Column value), PARTITION by another column in MYSQL?",860,1.7m views,21
https://stackoverflow.com/questions/339699/java-generics-type-erasure-when-and-what-happens,Java generics type erasure: when and what happens?,262,100k views,7
https://stackoverflow.com/questions/7220681/division-of-integers-in-java,Division of integers in Java [duplicate],101,236k views,7
https://stackoverflow.com/questions/22252904/how-to-check-if-a-row-exists-in-mysql-i-e-check-if-an-email-exists-in-mysql,How to check if a row exists in MySQL? (i.e. check if an email exists in MySQL),43,111k views,4
https://stackoverflow.com/questions/489340/vertically-align-text-next-to-an-image,Vertically align text next to an image?,2140,1.4m views,25
https://stackoverflow.com/questions/29293637/how-to-append-whole-set-of-model-to-formdata-and-obtain-it-in-mvc,How to append whole set of model to formdata and obtain it in MVC,78,51k views,4
https://stackoverflow.com/questions/3061/calling-a-function-of-a-module-by-using-its-name-a-string,Calling a function of a module by using its name (a string),2156,916k views,18
https://stackoverflow.com/questions/7735647/replacing-nas-with-latest-non-na-value,Replacing NAs with latest non-NA value,175,116k views,19
https://stackoverflow.com/questions/630453/what-is-the-difference-between-post-and-put-in-http,What is the difference between POST and PUT in HTTP?,5891,2.8m views,38
https://stackoverflow.com/questions/309424/how-do-i-read-convert-an-inputstream-into-a-string-in-java,How do I read / convert an InputStream into a String in Java?,4467,2.4m views,62
https://stackoverflow.com/questions/1041866/what-is-the-effect-of-extern-c-in-c,"What is the effect of extern ""C"" in C++?",1919,985k views,16
https://stackoverflow.com/questions/6115896/understanding-checked-vs-unchecked-exceptions-in-java,Understanding checked vs unchecked exceptions in Java,741,332k views,21
https://stackoverflow.com/questions/7042340/error-cant-set-headers-after-they-are-sent-to-the-client,Error: Can't set headers after they are sent to the client,990,1.4m views,39
https://stackoverflow.com/questions/1018822/inner-join-on-vs-where-clause,INNER JOIN ON vs WHERE clause,1044,659k views,12
https://stackoverflow.com/questions/3506208/jquery-ajax-cross-domain,jQuery AJAX cross domain,489,778k views,14
https://stackoverflow.com/questions/35931526/speed-up-fetching-posts-for-my-social-network-app-by-using-query-instead-of-obse,Speed up fetching posts for my social network app by using query instead of observing a single event repeatedly,107,27k views,1
https://stackoverflow.com/questions/60208/replacements-for-switch-statement-in-python,Replacements for switch statement in Python?,1717,2.0m views,44
https://stackoverflow.com/questions/426258/setting-checked-for-a-checkbox-with-jquery,"Setting ""checked"" for a checkbox with jQuery",4414,3.6m views,43
https://stackoverflow.com/questions/1960240/jquery-ajax-submit-form,jQuery AJAX submit form,1057,2.4m views,20
https://stackoverflow.com/questions/1054022/best-way-to-store-password-in-database,Best way to store password in database [closed],508,373k views,8
https://stackoverflow.com/questions/2894775/repeat-each-row-of-data-frame-the-number-of-times-specified-in-a-column,Repeat each row of data.frame the number of times specified in a column,181,110k views,9
https://stackoverflow.com/questions/9454645/does-id-have-to-be-unique-in-the-whole-page,Does ID have to be unique in the whole page?,78,32k views,12
https://stackoverflow.com/questions/2661536/how-to-programmatically-take-a-screenshot-on-android,How to programmatically take a screenshot on Android?,537,405k views,25
https://stackoverflow.com/questions/2081640/what-exactly-do-u-and-r-string-flags-do-and-what-are-raw-string-literals,"What exactly do ""u"" and ""r"" string flags do, and what are raw string literals?",775,545k views,7
https://stackoverflow.com/questions/563406/add-days-to-javascript-date,Add days to JavaScript Date,1445,1.7m views,54
https://stackoverflow.com/questions/236129/how-do-i-iterate-over-the-words-of-a-string,How do I iterate over the words of a string?,3233,2.3m views,81
https://stackoverflow.com/questions/21567291/why-does-stdgetline-skip-input-after-a-formatted-extraction,Why does std::getline() skip input after a formatted extraction?,131,27k views,5
https://stackoverflow.com/questions/35553500/xmlhttprequest-cannot-load-xxx-no-access-control-allow-origin-header,XMLHttpRequest cannot load XXX No 'Access-Control-Allow-Origin' header,147,254k views,11
https://stackoverflow.com/questions/166221/how-can-i-upload-files-asynchronously-with-jquery,How can I upload files asynchronously with jQuery?,3063,1.4m views,34
https://stackoverflow.com/questions/2450954/how-to-randomize-shuffle-a-javascript-array,How to randomize (shuffle) a JavaScript array?,1645,1.1m views,64
https://stackoverflow.com/questions/36901/what-does-double-star-asterisk-and-star-asterisk-do-for-parameters,What does ** (double star/asterisk) and * (star/asterisk) do for parameters?,2896,1.0m views,23
https://stackoverflow.com/questions/3800551/select-first-row-in-each-group-by-group,Select first row in each GROUP BY group?,1712,1.4m views,19
https://stackoverflow.com/questions/423379/using-global-variables-in-a-function,Using global variables in a function,3585,3.6m views,21
https://stackoverflow.com/questions/20625582/how-to-deal-with-settingwithcopywarning-in-pandas,How to deal with SettingWithCopyWarning in Pandas,1043,1.3m views,20
https://stackoverflow.com/questions/22444/my-regex-is-matching-too-much-how-do-i-make-it-stop,My regex is matching too much. How do I make it stop? [duplicate],109,61k views,5
https://stackoverflow.com/questions/11731377/servlet-returns-http-status-404-the-requested-resource-servlet-is-not-availa,"Servlet returns ""HTTP Status 404 The requested resource (/servlet) is not available""",106,175k views,19
https://stackoverflow.com/questions/2422468/how-can-i-upload-files-to-a-server-using-jsp-servlet,How can I upload files to a server using JSP/Servlet?,710,622k views,14
https://stackoverflow.com/questions/451415/simulating-group-concat-mysql-function-in-microsoft-sql-server-2005,Simulating group_concat MySQL function in Microsoft SQL Server 2005?,359,184k views,13
https://stackoverflow.com/questions/5525795/does-javascript-guarantee-object-property-order,Does JavaScript guarantee object property order?,803,326k views,12
https://stackoverflow.com/questions/38363566/trouble-with-utf-8-characters-what-i-see-is-not-what-i-stored,Trouble with UTF-8 characters; what I see is not what I stored,90,73k views,5
https://stackoverflow.com/questions/2723397/what-is-pecs-producer-extends-consumer-super,What is PECS (Producer Extends Consumer Super)?,835,135k views,15
https://stackoverflow.com/questions/1660124/how-to-sum-a-variable-by-group,How to sum a variable by group,449,805k views,15
https://stackoverflow.com/questions/3279543/what-is-the-copy-and-swap-idiom,What is the copy-and-swap idiom?,2215,420k views,5
https://stackoverflow.com/questions/4616202/self-references-in-object-literals-initializers,Self-references in object literals / initializers,847,175k views,27
https://stackoverflow.com/questions/419163/what-does-if-name-main-do,"What does if __name__ == ""__main__"": do?",7294,3.9m views,39
https://stackoverflow.com/questions/291978/short-description-of-the-scoping-rules,Short description of the scoping rules?,498,253k views,9
https://stackoverflow.com/questions/10382929/how-to-fix-java-lang-unsupportedclassversionerror-unsupported-major-minor-versi,How to fix java.lang.UnsupportedClassVersionError: Unsupported major.minor version,1657,2.0m views,50
https://stackoverflow.com/questions/503093/how-do-i-redirect-to-another-webpage,How do I redirect to another webpage?,7710,7.1m views,58
https://stackoverflow.com/questions/9515704/use-a-content-script-to-access-the-page-context-variables-and-functions,Use a content script to access the page context variables and functions,554,320k views,6
https://stackoverflow.com/questions/70579/what-are-valid-values-for-the-id-attribute-in-html,What are valid values for the id attribute in HTML?,2172,504k views,26
https://stackoverflow.com/questions/30282784/variables-are-not-behaving-as-expected,Variables are not behaving as expected,25,8k views,1
https://stackoverflow.com/questions/1056728/where-can-i-find-documentation-on-formatting-a-date-in-javascript,Where can I find documentation on formatting a date in JavaScript?,1468,1.5m views,39
https://stackoverflow.com/questions/21881992/when-does-sqliteopenhelper-oncreate-onupgrade-run,When does SQLiteOpenHelper onCreate() / onUpgrade() run?,311,129k views,15
https://stackoverflow.com/questions/1129216/sort-array-of-objects-by-string-property-value,Sort array of objects by string property value,3530,2.3m views,54
https://stackoverflow.com/questions/10636611/how-does-access-control-allow-origin-header-work,How does Access-Control-Allow-Origin header work?,1394,2.0m views,18
https://stackoverflow.com/questions/5767228/why-is-the-command-bound-to-a-button-or-event-executed-when-declared,Why is the command bound to a Button or event executed when declared?,91,36k views,5
https://stackoverflow.com/questions/3985214/retrieve-only-the-queried-element-in-an-object-array-in-mongodb-collection,Retrieve only the queried element in an object array in MongoDB collection,439,389k views,14
https://stackoverflow.com/questions/1144783/how-to-replace-all-occurrences-of-a-string-in-javascript,How to replace all occurrences of a string in JavaScript,5078,4.1m views,79
https://stackoverflow.com/questions/5874652/prop-vs-attr,.prop() vs .attr(),2422,677k views,18
https://stackoverflow.com/questions/1313120/retrieving-the-last-record-in-each-group-mysql,Retrieving the last record in each group - MySQL,1179,888k views,32
https://stackoverflow.com/questions/17071871/how-do-i-select-rows-from-a-dataframe-based-on-column-values,How do I select rows from a DataFrame based on column values?,2891,4.6m views,12
https://stackoverflow.com/questions/767999/random-number-generator-only-generating-one-random-number,Random number generator only generating one random number,812,227k views,12
https://stackoverflow.com/questions/363681/how-do-i-generate-random-integers-within-a-specific-range-in-java,How do I generate random integers within a specific range in Java?,3875,4.7m views,71
https://stackoverflow.com/questions/32648371/my-pdo-statement-doesnt-work,My PDO Statement doesn't work,49,15k views,1
https://stackoverflow.com/questions/16063394/prototypical-inheritance-writing-up,Prototypical inheritance - writing up [duplicate],137,17k views,2
https://stackoverflow.com/questions/20563772/reference-mod-rewrite-url-rewriting-and-pretty-links-explained,"Reference: mod_rewrite, URL rewriting and ""pretty links"" explained",155,42k views,5
https://stackoverflow.com/questions/625799/resolve-build-errors-due-to-circular-dependency-amongst-classes,Resolve build errors due to circular dependency amongst classes,429,252k views,11
https://stackoverflow.com/questions/6697753/difference-between-single-and-double-quotes-in-bash,Difference between single and double quotes in Bash,743,317k views,7
https://stackoverflow.com/questions/12953127/what-are-copy-elision-and-return-value-optimization,What are copy elision and return value optimization?,458,108k views,5
https://stackoverflow.com/questions/46155/whats-the-best-way-to-validate-an-email-address-in-javascript,What's the best way to validate an email address in JavaScript?,5180,3.9m views,101
https://stackoverflow.com/questions/89228/how-to-execute-a-program-or-call-a-system-command,How to execute a program or call a system command?,5601,3.9m views,63
https://stackoverflow.com/questions/2063480/the-3-different-equals,The 3 different equals,156,48k views,5
https://stackoverflow.com/questions/4112686/how-should-i-use-servlets-and-ajax,How should I use servlets and Ajax?,350,360k views,7
https://stackoverflow.com/questions/3481828/how-to-split-a-string-in-java,How to split a string in Java,1827,4.4m views,37
https://stackoverflow.com/questions/20002503/why-does-a-x-or-y-or-z-always-evaluate-to-true,"Why does ""a == x or y or z"" always evaluate to True?",132,32k views,5
https://stackoverflow.com/questions/2194992/jquery-is-not-defined,JQuery - $ is not defined,540,1.9m views,36
https://stackoverflow.com/questions/3207219/how-do-i-list-all-files-of-a-directory,How do I list all files of a directory?,3466,6.4m views,21
https://stackoverflow.com/questions/1475297/phps-white-screen-of-death,PHP's white screen of death [duplicate],130,143k views,0
https://stackoverflow.com/questions/21593/what-is-the-difference-between-include-filename-and-include-filename,"What is the difference between #include <filename> and #include ""filename""?",2782,737k views,31
https://stackoverflow.com/questions/1625234/how-to-append-text-to-an-existing-file-in-java,How to append text to an existing file in Java?,735,1.1m views,31
https://stackoverflow.com/questions/14790740/using-i-and-j-as-variables-in-matlab,Using i and j as variables in MATLAB,144,20k views,9
https://stackoverflow.com/questions/109023/how-to-count-the-number-of-set-bits-in-a-32-bit-integer,How to count the number of set bits in a 32-bit integer?,947,585k views,63
https://stackoverflow.com/questions/1069666/sorting-object-property-by-values,Sorting object property by values,867,1.1m views,43
https://stackoverflow.com/questions/885009/r-cannot-be-resolved-android-error,R cannot be resolved - Android error,1114,901k views,108
https://stackoverflow.com/questions/37482366/is-it-safe-to-expose-firebase-apikey-to-the-public,Is it safe to expose Firebase apiKey to the public?,632,174k views,10
https://stackoverflow.com/questions/441309/why-are-mutable-structs-evil,Why are mutable structs “evil”?,531,91k views,16
https://stackoverflow.com/questions/3602827/what-is-the-behavior-of-integer-division,What is the behavior of integer division?,262,448k views,6
https://stackoverflow.com/questions/31095710/methods-in-es6-objects-using-arrow-functions,Methods in ES6 objects: using arrow functions,122,45k views,6
https://stackoverflow.com/questions/413898/what-does-the-static-keyword-do-in-a-class,What does the 'static' keyword do in a class?,457,831k views,22
https://stackoverflow.com/questions/2184513/change-the-maximum-upload-file-size,Change the maximum upload file size,561,1.2m views,21
https://stackoverflow.com/questions/15705630/get-the-rows-which-have-the-max-value-in-groups-using-groupby,Get the row(s) which have the max value in groups using groupby,354,440k views,13
https://stackoverflow.com/questions/12925063/numbering-rows-within-groups-in-a-data-frame,Numbering rows within groups in a data frame,209,135k views,9
https://stackoverflow.com/questions/6677035/scroll-to-an-element-with-jquery,Scroll to an element with jQuery,2561,2.9m views,32
https://stackoverflow.com/questions/799981/document-ready-equivalent-without-jquery,$(document).ready equivalent without jQuery,2257,1.2m views,39
https://stackoverflow.com/questions/40774697/how-can-i-group-an-array-of-objects-by-key,How can I group an array of objects by key?,306,419k views,28
https://stackoverflow.com/questions/11710552/useless-use-of-cat,Useless use of cat?,128,38k views,9
https://stackoverflow.com/questions/29613304/is-it-possible-to-escape-regex-metacharacters-reliably-with-sed,Is it possible to escape regex metacharacters reliably with sed,71,23k views,3
https://stackoverflow.com/questions/11381673/detecting-a-mobile-browser,Detecting a mobile browser,1117,1.3m views,38
https://stackoverflow.com/questions/3142495/deserialize-json-into-c-sharp-dynamic-object,Deserialize JSON into C# dynamic object?,1103,938k views,30
https://stackoverflow.com/questions/23392111/console-log-async-or-sync,console.log() async or sync?,108,50k views,3
https://stackoverflow.com/questions/826948/syntax-error-on-print-with-python-3,Syntax error on print with Python 3 [duplicate],272,258k views,3
https://stackoverflow.com/questions/26446599/how-to-use-java-util-scanner-to-correctly-read-user-input-from-system-in-and-act,How to use java.util.Scanner to correctly read user input from System.in and act on it?,33,23k views,1
https://stackoverflow.com/questions/448271/what-is-init-py-for,What is __init__.py for?,3071,1.7m views,12
https://stackoverflow.com/questions/184710/what-is-the-difference-between-a-deep-copy-and-a-shallow-copy,What is the difference between a deep copy and a shallow copy?,754,721k views,31
https://stackoverflow.com/questions/4706499/how-do-you-append-to-a-file,How do you append to a file?,1852,1.9m views,13
https://stackoverflow.com/questions/41391708/how-to-detect-click-touch-events-on-ui-and-gameobjects,How to detect click/touch events on UI and GameObjects,100,114k views,4
https://stackoverflow.com/questions/31728022/why-is-percentage-height-not-working-on-my-div,Why is percentage height not working on my div? [duplicate],74,93k views,2
https://stackoverflow.com/questions/11032015/how-to-find-time-complexity-of-an-algorithm,How to find time complexity of an algorithm?,998,824k views,9
https://stackoverflow.com/questions/2033914/is-quitting-an-application-frowned-upon,Is quitting an application frowned upon?,1224,286k views,40
https://stackoverflow.com/questions/200640/are-php-short-tags-acceptable-to-use,Are PHP short tags acceptable to use?,533,117k views,28
https://stackoverflow.com/questions/50434836/getcontactsfromfirebase-method-return-an-empty-list,getContactsFromFirebase() method return an empty list,10,3k views,1
https://stackoverflow.com/questions/70324/java-inner-class-and-static-nested-class,Java inner class and static nested class,1944,841k views,27
https://stackoverflow.com/questions/27928/calculate-distance-between-two-latitude-longitude-points-haversine-formula,Calculate distance between two latitude-longitude points? (Haversine formula),1052,988k views,48
https://stackoverflow.com/questions/147181/how-can-i-convert-my-java-program-to-an-exe-file,How can I convert my Java program to an .exe file?,549,469k views,16
https://stackoverflow.com/questions/2218999/how-to-remove-all-duplicates-from-an-array-of-objects,How to remove all duplicates from an array of objects?,666,776k views,71
https://stackoverflow.com/questions/16388959/url-rewriting-with-php,URL rewriting with PHP,147,281k views,5
https://stackoverflow.com/questions/695050/add-a-property-to-a-javascript-object-using-a-variable-as-the-name,Add a property to a JavaScript object using a variable as the name?,312,355k views,14
https://stackoverflow.com/questions/46087730/what-happens-if-you-use-the-32-bit-int-0x80-linux-abi-in-64-bit-code,What happens if you use the 32-bit int 0x80 Linux ABI in 64-bit code?,59,11k views,1
https://stackoverflow.com/questions/3294889/iterating-over-dictionaries-using-for-loops,Iterating over dictionaries using 'for' loops,3793,5.0m views,15
https://stackoverflow.com/questions/5392344/sending-multipart-formdata-with-jquery-ajax,Sending multipart/formdata with jQuery.ajax,604,982k views,13
https://stackoverflow.com/questions/3701646/how-to-add-to-the-pythonpath-in-windows-so-it-finds-my-modules-packages,"How to add to the PYTHONPATH in Windows, so it finds my modules/packages?",427,1.7m views,22
https://stackoverflow.com/questions/3099219/ggplot-with-2-y-axes-on-each-side-and-different-scales,ggplot with 2 y axes on each side and different scales,284,425k views,18
https://stackoverflow.com/questions/1197575/can-scripts-be-inserted-with-innerhtml,Can scripts be inserted with innerHTML?,254,241k views,24
https://stackoverflow.com/questions/826782/how-to-disable-text-selection-highlighting,How to disable text selection highlighting,5754,2.4m views,50
https://stackoverflow.com/questions/208105/remove-properties-from-objects-javascript,Remove properties from objects (JavaScript),6914,2.7m views,32
https://stackoverflow.com/questions/1132941/least-astonishment-and-the-mutable-default-argument,"""Least Astonishment"" and the Mutable Default Argument",3061,206k views,31
https://stackoverflow.com/questions/1299871/how-to-join-merge-data-frames-inner-outer-left-right,"How to join (merge) data frames (inner, outer, left, right)",1436,1.6m views,13
https://stackoverflow.com/questions/2973202/mysql-fetch-array-mysql-fetch-assoc-mysql-fetch-row-mysql-num-rows-etc,mysql_fetch_array()/mysql_fetch_assoc()/mysql_fetch_row()/mysql_num_rows etc... expects parameter 1 to be resource,993,769k views,31
https://stackoverflow.com/questions/1014861/is-there-a-css-parent-selector,Is there a CSS parent selector?,3704,2.7m views,32
https://stackoverflow.com/questions/2612802/list-changes-unexpectedly-after-assignment-why-is-this-and-how-can-i-prevent-it,List changes unexpectedly after assignment. Why is this and how can I prevent it?,3008,2.0m views,22
https://stackoverflow.com/questions/23803743/what-is-the-explicit-promise-construction-antipattern-and-how-do-i-avoid-it,What is the explicit promise construction antipattern and how do I avoid it?,591,105k views,3
https://stackoverflow.com/questions/901115/how-can-i-get-query-string-values-in-javascript,How can I get query string values in JavaScript?,2695,4.5m views,73
https://stackoverflow.com/questions/10693845/what-do-queryselectorall-and-getelementsby-methods-return,What do querySelectorAll and getElementsBy* methods return?,181,93k views,12
https://stackoverflow.com/questions/4244896/dynamically-access-object-property-using-variable,Dynamically access object property using variable,872,520k views,18
https://stackoverflow.com/questions/6343166/how-can-i-fix-android-os-networkonmainthreadexception,How can I fix 'android.os.NetworkOnMainThreadException'?,2607,1.4m views,64
https://stackoverflow.com/questions/4421706/what-are-the-basic-rules-and-idioms-for-operator-overloading,What are the basic rules and idioms for operator overloading?,2330,953k views,7
https://stackoverflow.com/questions/47152691/how-can-i-pivot-a-dataframe,How can I pivot a dataframe?,503,47k views,3
https://stackoverflow.com/questions/6441218/can-a-local-variables-memory-be-accessed-outside-its-scope,Can a local variable's memory be accessed outside its scope?,1121,287k views,21
https://stackoverflow.com/questions/610245/where-and-why-do-i-have-to-put-the-template-and-typename-keywords,"Where and why do I have to put the ""template"" and ""typename"" keywords?",1267,214k views,8
https://stackoverflow.com/questions/53645882/pandas-merging-101,Pandas Merging 101,707,258k views,6
https://stackoverflow.com/questions/500431/what-is-the-scope-of-variables-in-javascript,What is the scope of variables in JavaScript?,2136,548k views,27
https://stackoverflow.com/questions/9554636/the-use-of-multiple-jframes-good-or-bad-practice,The Use of Multiple JFrames: Good or Bad Practice? [closed],547,136k views,9
https://stackoverflow.com/questions/3653462/is-storing-a-delimited-list-in-a-database-column-really-that-bad,Is storing a delimited list in a database column really that bad?,400,84k views,10
https://stackoverflow.com/questions/31816095/why-should-i-not-include-bits-stdc-h,Why should I not #include <bits/stdc++.h>?,367,58k views,5
https://stackoverflow.com/questions/2770321/what-is-a-raw-type-and-why-shouldnt-we-use-it,What is a raw type and why shouldn't we use it?,749,289k views,15
https://stackoverflow.com/questions/5890584/how-to-reshape-data-from-long-to-wide-format,How to reshape data from long to wide format,329,310k views,12
https://stackoverflow.com/questions/504103/how-do-i-write-a-correct-micro-benchmark-in-java,How do I write a correct micro-benchmark in Java?,938,128k views,11
https://stackoverflow.com/questions/25385173/what-is-a-debugger-and-how-can-it-help-me-diagnose-problems,What is a debugger and how can it help me diagnose problems?,123,16k views,2
